text,category
blunkett hint elect call ex home secretari david blunkett given fresh clue gener elect announc monday told bbc radio five live constitu get readi presum announc shortli weekend clarifi meant would sheffield seat weekend expect elect call toni blair tip ask queen monday dissolv parliament readi may poll,politics
consum drive french economi franc econom growth acceler last three month driven consum spend report show gross domest product gdp rose fourth quarter compar previou three month period statist offic inse said expans push annual growth fastest rate two year consum spend fourth quarter also rebound busi invest gave recoveri extra shove analyst warn franc still face challeng unlik keep expand current pace franc still strong econom growth said marc toutai economist natexi banqu populair check figur detail problem consum spend still high french household spent save consum franc sustain high growth rate without improv job market much gap growth employ unemploy level current stuck prove difficult bring despit govern effort anoth worri demand germani itali two franc main trade partner sluggish despit concern analyst point franc outperform major european counterpart economi look robust previou year well strong domest demand export climb fourth quarter biggest increas foreign sale year econom growth seem well balanc said nicola claquin analyst ccf begin growth mainli driven consum spend get contribut invest export though household consumpt still strong expect overal econom growth fall percent,business
nadal march mexico rafael nadal continu run fine form beat guillermo cana reach mexican open semi acapulco eighth seed nadal pick second atp titl beat alberto martin last week brazil open saw argentin third seed meet argentin wild card mariano puerta follow win top seed carlo moya overcom spain felix mantilla czech fifth seed czech jiri novak elimin agustin calleri unseed argentin tournament two year ago play spain albert montan montan advanc first semi final year triumph sixth seed italian filippo volandri argentina agustin calleri beat fourth seed jiri novak battl former champion mexican open calleri atp titl acapulco two year ago novak singl doubl titl calleri face albert montan semi final spaniard oust sixth seed filippo volandri itali argentin wild card mariano puerta continu improb run outlast felix mantilla,sport
india deccan get plane air deccan sign deal acquir plane avion de transport region atr valu deal reveal confidenti claus agreement air deccan manag director gorur gopinath said price agre le catalogu price per plane recent india first low cost airlin order airbu plane bn agreement air deccan buy new atr lea anoth atr also provid six second hand airplan statement atr said deliveri aircraft begin continu five year period mr gopinath said plane connect region indian citi evalu atr bombardi aircraft chosen atr aircraft find suitabl oper indian market short haul rout filippo bagnato atr chief execut said firm also work air deccan creat train centr bangalor potenti indian budget market attract attent busi home abroad air deccan said base busi model european firm ireland ryanair beer magnat vijay mallya recent set kingfish airlin uk entrepreneur richard branson said keen start local oper india govern given back cheaper access air travel,business
blair ahead poll toni blair say person stand eye voter issu gener elect prime minist said countri wait go poll possibl matter week told observ govern life constant barrag attack said would stay charg felt unabl contribut mr blair also spoke meet mani peopl across countri concern compens cultur said britain danger needle panic public safeti issu speak amid flurri pre elect campaign prime minist said issu alway whoever prime minist ad afraid take critic go anoth job ask would quit leader felt like liabil labour said import alway job unless feel someth contribut whether still someth offer said judgement peopl make mr blair ass like seen signal replac would bring upsurg fortun labour administr comment come co chairman conserv parti liam fox saturday call disappoint histor proport prime minist mr blair said learn seri time tough encount member public question answer session across countri recent week pledg clamp britain grow compens cultur brought concern doctor teacher profession hamper work fear frivol lawsuit quit shock told peopl run nurseri worri let kid playground wet case one slip fell end legal case said got look way get peopl protect mr blair said govern also look make sure legal aid abus action doctor other part review carri lord chancellor depart real debat risk pose public safeti threat said danger depend whatev medium campaign day end spend liter hundr sometim million pound meet quit small risk comment come govern announc spend drug treat possibl outbreak bird flu sudan food scare meanwhil common leader peter hain warn campaign trail seen danger complac display labour voter convinc gener elect victori labour voter stay home margin seat could see torus leader michael howard come back door number tradesman key number get power ad,politics
yangtz electr profit doubl yangtz electr power oper china three gorg dam said profit doubl firm benefit increas demand electr time power shortag hit citi provinc across countri hydroelectr power gener hurt higher coal cost net incom jump bn yuan compar bn yuan sale surg bn yuan bn yuan year earlier figur top analyst expect even though rate growth slow analyst forecast like declin year rate expans closer yangtz electr expand output meet demand driven china boom economi govern delay build number power plant effort rein growth amid concern economi may overheat led energi crunch demand outstrip suppli earlier month work halt underground power station suppli unit three gorg dam well power station sister xiluodu dam environment worri total larg scale project halt across countri similar reason three gorg dam project led half million peopl reloc drawn critic environment group oversea human right activist sister project xiluodu dam built jinshajiang river golden sand upper reach yangtz known,business
ecb hold rate amid growth fear european central bank left key interest rate unchang th month success borrow cost remain hold amid concern strength econom growth nation share euro analyst said despit sign pick labour market consum demand remain sluggish firm eye cost cut measur redund high oil price meanwhil put upward pressur inflat rate survey economist shown major expect borrow cost stay come month increas quarter percentag point predict time second half year anyth may greater call interest rate cut especi euro continu strengthen dollar euro land economi still struggl recoveri said economist dirk schumach ecb may sound rather hawkish data allow cut data come germani thursday underlin problem face european polici maker germani economi expand growth driven export sale lost momentum last three month year strength euro threaten dampen foreign demand domest consumpt current strong enough take slack inflat eurozon howev estim decemb ecb guidelin ecb presid jean claud trichet remain upbeat prospect region inflat expect drop later ecb forecast econom growth eurozon,business
melzer shock agassi second seed andr agassi suffer comprehens defeat jurgen melzer quarter final sap open agassi often bamboozl austrian drop shot san jose lose defend champion top seed andi roddick ralli beat sweden thoma enqvist unseed cyril saulnier beat fourth seed vincent spadea tommi haa overcam eighth seed max mirnyi melzer beaten agassi two three meet good game plan execut perfectli said alway tough come play andr want play game make run like dog court agassi match power oppon two hand backhand said melzer exampl sever player tour will take chanc lot guy capabl said american play much better time opportun loosen agassi ad convert big point,sport
white admit balco drug link ban american sprinter kelli white say knowingli took steroid given bay area lab co oper balco presid victor cont cont face feder trial next year charg distribut steroid tax evas white said first tri cover one told said white said san francisco chronicl ad decis go anybodi el white said cont first told substanc flaxse oil chang stori later white fail drug test win titl world athlet championship subsequ hand two year ban may year admit take stimul modafinil first white claim took drug combat narcolepsi take full respons action whole belief victor sell product white said la time whether good product bad product sell product white introduc cont coach remi korchemi also defend balco case year old believ dope common sport felt compel cheat chanc win clue go take chang said white would say made mistak would never ever go back would never recommend anyon take rout,sport
yuko head back u court russian oil ga compani yuko due u court thursday continu fight surviv firm process broken russian author order pay bn bn tax bill yuko file bankruptci u hope use intern busi law halt forc sale key oil product unit yuganskneftega unit howev sold bn state oil firm rosneft state auction disrupt yuko lawyer say auction violat u bankruptci law compani main sharehold vow go compani buy asset use everi legal mean compani want damag bn claim yuganskneftega sold le market valu judg letitia clark hear differ motion includ one deutsch bank throw chapter bankruptci file german lender one six bank bar provid financ gazprom russian state own compani expect win auction yuganskneftega deutsch bank also advisor gazprom call u court overturn decis provid yuko bankruptci protect lift injunct would remov uncertainti surround court case clarifi deutsch bank busi posit analyst said analyst optimist yuko chanc court russian presid vladimir putin countri legal author repeatedli said u jurisdict yuko legal wrangl top firm limit asset u yuko small victori howev bullish chanc court abil influenc happen think said mike lake yuko spokesman litig risk real said credit suiss first boston analyst vadim mitroshin disput russian author partli driven presid putin clampdown polit ambit ex yuko bos mikhail khodorkovski mr khodorkovski jail charg fraud tax evas,business
aid climat top davo agenda climat chang fight aid lead list concern first day world econom forum swiss resort davo busi polit leader around globe listen uk prime minist toni blair open speech wednesday mr blair focu africa develop plan global warm earlier day came updat effort million peopl anti aid drug end world health organis said peopl poor countri life extend drug six month earlier amount million need bn fund gap still stood way hit target said theme stress mr blair whose attend announc last minut want domin uk chairmanship g group industrialis state issu discus five day confer rang china econom power iraq futur sunday elect asid mr blair world leader expect attend includ french presid jacqu chirac due speak video link bad weather delay helicopt south african presid thabo mbeki whose arriv delay ivori coast peac talk ukrain new presid viktor yushchenko also newli elect palestinian leader mahmoud abba showbiz figur also put appear u frontman bono well known campaign trade develop issu angelina joli goodwil campaign un refuge unlik previou year protest wef expect mute anti globalis campaign call demonstr plan weekend time peopl expect converg brazilian resort porto alegr world social forum call anti davo campaign globalis fair trade mani caus contrast davo forum domin busi issu outsourc corpor leadership bos fifth world largest compani schedul attend survey publish eve confer pricewaterhousecoop said four ten busi leader confid compani would see sale rise asian american execut howev much confid european counterpart polit discus focus iran iraq china like domin medium attent,business
russian ex spi hunger strike ex russian intellig offic risk life spi mi enter seventh week hunger strike near down street viktor makarov claim betray british author promis would live like averag british citizen despit settlement four year ago say deni defector statu decent pension ex russian spi given civil servic pension hunger strike weapon last resort work determin cours realis righteous case without work mr makarov told bbc newsnight programm sinc came countri two batch promis made broken one oleg gordievski senior kgb offic becam secret agent british said happi way govern treat sinc sinc defect comment mr makarov case said british state fat cow imposs come demand give money everi week mr makarov case back david kahn former yale historian lead expert code break confirm inform valuabl western alli believ govern unit kingdom respect probabl power author took inform victor makarov wrung dri left hang cold mr kahn said mr makarov join kgb russia idealist year old one fellow pupil intellig school vladimir putin kgb headquart moscow post secret th director decod intercept diplomat traffic west risen rank senior lieuten privi thought western power becam deepli disench soviet regim fuell repress home poland english teacher made approach began pas secret british intellig servic spi mi two year betray friend sent perm soviet hard labour camp artic circl within week releas made contact british author spi arrang meet mi agent latvia given fals passport say promis would given chanc live like averag uk citizen arriv london year ago feel promis fulfil long period live bedsit deterior health four year ago took legal action govern settl buy small hous say remain hunger strike receiv decent pension right work someth feel deni author trust govern sourc told bbc reach final settlement former spi abl appeal secur intellig tribun,politics
blair return peac mission prime minist toni blair arriv back diplomat mission middl east tri resurrect peac process mr blair held talk isra counterpart ariel sharon palestinian leader mahmoud abba confirm renew drive reform palestinian author address secur issu would come london confer march mr blair also made surpris trip iraq week isra describ meet import said would need attend mr blair briefli visit tomb yasser arafat ramallah first world leader nod briefli toward tomb rather lay wreath palestinian offici said compromis gestur agre last minut bbc paul reynold say london confer limit measur shore leadership mahmoud abba also known abu mazen expect win palestinian presidenti elect januari news confer follow talk mr blair mr abba said british prime minist uniqu posit help u progress peac pursuit ad endeavour hold confer london anoth exampl deep commit purpos interview bbc polit editor andrew marr mr blair said get progress isra palestinian would tough least got first step mr blair acknowledg peopl believ close isra said isra entitl expect palestinian give terror argu mr sharon commit intern agre roadmap peac plan said bid disengag gaza part peac process end earlier mr sharon said seen slightest step palestinian work end terror attack though acknowledg palestinian leader middl elect campaign could hamper effort visit israel mr blair made surpris visit iraq met leader baghdad first trip citi brief prepar nation poll schedul next month threaten deadli campaign insurg violenc also flew basra southern iraq british forc station,politics
senior fanni mae bos resign two senior execut u mortgag giant fanni mae resign account irregular uncov compani chief execut franklin rain former senior offici clinton administr chief financi offic tim howard left firm fanni mae criticis financi regul could restat earn bn bn america second largest financi institut recent investig expo extens account error fanni mae suppli fund america trillion mortgag market last week firm admonish secur exchang commiss said made major error financi report financi regul said fanni mae would rais substanti new capit restor balanc sheet analyst said sec critic made imposs fanni mae senior execut remain mr rain head offic manag budget presid clinton taken earli retir mr howard also step compani said tuesday kpmg fanni mae independ auditor also replac earli retir held account mr rain said statement fanni mae found violat account rule relat deriv financi instrument use hedg fluctuat interest rate pre paid loan result could forc restat bn earn past four year effect wipe third compani profit sinc although make loan directli buyer fanni mae largest singl player mortgag market underwrit half u hous purchas firm oper charter u congress face sting critic congression leader held hear financ earlier year govern regul offic feder hous enterpris oversight ofheo encourag board announc signal new cultur new direct fanni mae armando falcon ofheo director said problem afflict fanni mae latest hit u mortgag industri freddi mac countri largest mortgag firm forc restat earn bn last year pay fine investig book,business
clijster could play aussi open kim clijster deni report pull januari australian open persist wrist injuri open chief paul mcname said kim wrist obvious go rehabilit spokesman insist simpli delay submit entri doctor ass injuri weekli basi risk could play least risk stay away despit absent wta entri list tournament begin januari clijster would certain get wild card request one clijster still rank nd world despit play hand match last season belgian oper left wrist earli season injur return tour meanwhil jelena dokic use compet australia opt first grand slam season dokic play australian open sinc lost first round year old would reli wild card next season rank tumbl th four time champion monica sele play sinc last year french open anoth absente injur left foot,sport
visa decis everi minut visa process staff sometim expect rule applic everi minut mp said pressur place staff effici rather thorough examin applic public account committe found everi offic annual target applic equival day one everi minut mp want research whether uk visa holder leav end stay vanish black market committe chairman edward leigh said worri tension quick process proper control visa issu entri clearanc staff expect deal visa applic minut sure littl time look close support document committe report also discus romanian bulgarian visa scandal led resign immigr minist beverley hugh last year committe member said home offic wrong dismiss concern visa staff abroad fear system abus investig carri wake m hugh resign found peopl enter uk busi visa scheme romanian bulgarian entrepreneur mr leigh said home offic consid remov set valid busi home offic spokesman said system toughen tighten sinc investig ad tradit system dual decis make process pre entri applic replac singl pre entri check post simpler robust abus current system,politics
healthsouth ex bos goe trial former head u medic servic firm healthsouth overst earn asset boost compani share price claim court richard scrushi accus direct bn bn account fraud compani co found alabama prosecutor said motiv wealth spend earn much le defenc lawyer said mr scrushi deceiv execut sever former healthsouth employe alreadi plead guilti fraud expect give evid mr scrushi present evid richard scrushi knew conspiraci particip conspiraci profit prosecutor alic martin told court mr scrushi first chief execut tri breach sarban oxley act law introduc wake enron worldcom fraud oblig corpor bos vouch accuraci compani result among charg face conspiraci commit fraud file fals statement money launder feder agent raid healthsouth offic march compani said none past financi statement could reli firm sinc reorganis board manag team current oper health clinic,business
council prepar set tax rise council tax scotland set rise averag come year bbc scotland learn author decid final figur thursday project increas twice rate inflat current financ minist urg council limit increas warn struggl maintain servic unless fund increas say much addit govern money new initi scottish financ minist tom mccabe msp said last week parliament announc addit core expenditur local govern scotland increas sit inflat rate think quit rightli said council year would least ask exercis restraint mr mccabe also look local author becom effici save money come year told bbc radio scotland sunday live programm scotland council individu collect system council tax payrol system human resourc system think opportun rationalis use money save reinvest frontlin servic council umbrella organis cosla provid bbc scotland indic figur next year warn council would face continu struggl maintain servic mr mccabe promis bn next year howev increas target new initi council experi difficulti maintain core servic cosla spokesman said cosla say will work execut find effici save enough maintain servic say fund plan next three year see council lose share public spend conserv accus scottish execut use council tax rais fund afraid rais incom tax torus financ spokesman brian monteith msp said form disguis yet see council tax use way pas cost scare actual use three penc incom tax could put seen year burden put onto local author council tax payer pick bill also warn unless fund council increas next year servic may reduc linda knox director scottish local author manag centr strathclyd univers said current settlement increas slow time burden council greater settlement figur includ pay increas execut also requir substanti figur area effici save across settlement period educ protect cut linda knox say mean servic suffer said practic mean cut servic face settlement look like increas time take account factor probabl real term,politics
pearc keen succeed keegan joint assist bos stuart pearc admit would like succeed kevin keegan manag manchest citi keegan decid step citi manag contract come end month einstein realis manag job avail realli good club pearc told bbc gmr certainli appli although whether board deem good enough take know pearc initi join citi player keegan becom part coach staff promot joint assist manag follow departur arthur cox last summer former england defend year player bos nottingham forest eight season ago made secret desir anoth crack job link manag job oldham keegan state would get way pearc want leav appear pearc keen wait chanc citi ad time five year least good look awar feel regard kevin successor obvious issu hand fantast job anybodi hope,sport
eu slow econom reform eu countri fail put place polici aim make europ world competit economi end decad report say studi undertaken european commiss sought ass far eu move toward meet econom target eu leader summit lisbon pledg european economi would outstrip u econom target becam known lisbon agenda commiss report say eu countri pace econom reform slow fulfil lisbon ambit difficult imposs uk finland belgium denmark ireland netherland actual follow polici recommend among biggest laggard accord report greec itali lisbon agenda set increas number peopl employ europ encourag older peopl woman stay workforc also set rais amount privat sector spend research develop bring greater disciplin public spend debt level combin high environment standard effort level play field busi throughout eu plan europ becom world dynam economi next week commiss present revis propos meet lisbon goal mani peopl expect target quietli drop,business
green fear transport ballot green parti concern thousand resid may abl vote edinburgh transport referendum edinburgh citi council ballot constitu propos introduc congest charg capit green msp mark ballard fear peopl council edit elector regist may miss local author send ballot paper edit list non statutori matter transport referendum therefor resid exercis right detail left list could miss chanc vote howev still time list contact council make sure sent ballot form ahead februari vote deadlin mr ballard said vote set futur transport edinburgh decad come therefor vital mani resid possibl edinburgh citi surround area regist vote ballot mani peopl awar may miss chanc say everyon involv debat want ballot fair repres possibl mean encourag peopl take part ballot ask resid vote council propos congest charg scheme host transport improv fund outcom referendum known next month ballot form sent return council toward end februari council meet decid whether proceed applic scottish minist approv plan congest charg scheme part transport packag,politics
market unfaz aurora setback aurora limp back dock januari blizzard photo interview seem add unambigu tale woe ship anoth slice bad luck add histori health scare technic troubl owner p cruis part huge u carniv corpor look signific slice chop year profit potenti pr fiasco one howev seem told stock market warn five cent hit earn came hour one world biggest invest bank up target carniv share price investor bare blink gmt carniv share london singl penni mismatch public percept market respons aurora issu ongo one time say deutsch bank simon champion clearli sourc uncertainti compani long cruis stock market good treat issu one event despit string bad luck point aurora one vessel larg carniv fleet uk p princess group merg much larger u firm gener speak carniv reput keep ship pretti much schedul carniv incred strong track record mr champion similarli analyst expect impact rest cruis busi limit hundr disappoint passeng give opportun spend next three month aurora got refund credit anoth cruis mitig pr risk carniv main competitor royal caribbean common cancel technic reason entir unusu industri wrote analyst citigroup smith barney note client friday moreov event typic limit impact book price futur cruis aurora incid may big news uk carniv custom elsewher unlik make much splash assum citigroup right demand stay solid structur industri also work carniv favour wake p princess takeov carniv busi great extent duopoli given expens build outfit run cruis ship slow suppli growth certainti said david ander merril lynch thursday word want cruis option limit carniv remain market leader look set keep sell ticket matter happen ill fate aurora futur,business
iraq invit phone licenc bid iraq invit bid two telephon licenc say want significantli boost nationwid coverag next decad bid invit local arab foreign compani iraq ministri commun said winner work partnership iraqi telecommun post compani itpc firm instal oper fix phone network provid voic fax internet servic ministri said want increas iraq low telephon servic penetr rate today within year also hope develop highli visibl changeabl telecommun sector detail bid tender process publish ministri websit februari also plan road show investor amman jordan ministri said would base select criterion includ speed implement tariff rate coverag firm experi financi strength,business
baa support ahead court battl uk airport oper baa reiter support govern aviat expans plan airport throughout countri comment come day ahead high court challeng resid group local council govern white paper judici review centr govern plan expans heathrow stanst luton airport baa oper three said consult local commun consult voluntari compens scheme go beyond statutori oblig baa spokesman said group challeng plan includ stop stanst expans heathrow anti nois campaign hacan clearski london borough hillingdon wandsworth heathrow gatwick edinburgh glasgow airport baa launch seri consult blight properti propos expans septemb close next week compani also offer buy nois hit properti index link unblight price among measur baa set homeown support scheme peopl live near stanst launch special scheme close airport far enough away cover homeown scheme heathrow baa said work close interest parti see strict environment air qualiti nois target third runway met gatwick compani written home busi like affect extra runway stop stanst expans said white paper publish decemb fundament flaw follow proper consult process underestim scale challeng u court never overturn govern white paper said stop stanst expans chairman peter sander said hacan chairman john stewart said almost exactli year ago govern publish year aviat white paper much fanfar hope would end debat could proceed plan massiv expans aviat yet year later protest still stronger ever judgement mr justic sullivan expect earli februari,politics
henman murray claim lta award tim henman name player year lawn tenni associ wimbledon monday briton recognis best year career saw reach semi french u open scotland andrew murray name young player year win u open junior well futur event itali world number one peter norfolk disabl player year claim third u open crown great britain boy team year prize victori world junior tenni event august henman start campaign kooyong event januari field includ roger feder andi roddick andr agassi briton optimist surpass best effort fourth round place australian open begin follow week often felt condit suit game melbourn love abl start next year well australian open henman told websit chang schedul slightli commit play kooyong classic abl acclimatis practis event guarante match best player world think give best possibl chanc well australian open,sport
japanes growth grind halt growth japan evapor three month septemb spark renew concern economi long decad long trough output period grew annual rate export usual engin recoveri falter domest demand stay subdu corpor invest also fell short growth fall well short expect mark sixth straight quarter expans economi stagnat throughout experienc brief spurt expans amid long period doldrum one result deflat price fall rather rise made japanes shopper cautiou kept spend effect leav economi depend ever export recent recoveri high oil price knock growth rate fall dollar mean product ship u becom rel expens perform third quarter mark sharp downturn earlier year first quarter show annual growth second show economist predict much time around export slow capit spend becam weaker said hiromichi shirakawa chief economist ub secur tokyo person consumpt look good mainli due temporari factor olymp amber light flash govern may find difficult rais tax polici implement economi pick help deal japan massiv public debt,business
nortel profit revis telecom equip maker nortel network sharpli revis downward profit fiscal year long await file nortel said made compar previous report figur revis audit led sack canadian firm chief show revenu higher first thought nortel share lost nearli valu sinc last year climb toronto tuesday nortel head frank dunn two execut fire januari last year compani announc conduct intern audit secur polic author u canada still conduct inquiri account nortel also issu new figur period previous indic underst loss complet restat solid foundat move forward busi said nortel presid chief execut bill owen restat monument task complex demand compani also said senior execut none involv directli account revis figur voluntarili agre repay bonus award total nortel ad member core execut team share board deep disappoint circumst led restat,business
safin slump shock dubai loss marat safin suffer shock loss unseed nicola kiefer round one dubai tenni championship play first match sinc win australian open safin show good touch beaten form kiefer german got top first set tie break strike sweet forehand win first point serv maintain momentum earli second set break russian help inspir volley spain feliciano lopez line second round clash andr agassi beat thailand paradorn srichaphan lopez lost three set roger feder last year final former champion fabric santoro franc beaten sixth seed russian nikolay davydenko also win two russian igor andreev seventh seed mikhail youzhni,sport
emi share hit profit warn share music giant emi sunk firm issu profit warn follow disappoint sale delay two album releas emi said music sale year march fall year profit set lower analyst expect blame poor sale sinc christma delay releas new album coldplay gorillaz gmt monday emi share penc emi said two major album schedul releas end financi year march one coldplay one gorillaz releas date put back emi music sale particularli order januari also lower anticip expect continu februari march compani ad therefor full year constant currenc emi music sale expect lower prior year compani said expect profit alain levi chairman chief execut emi music describ perform disappoint ad remain optimist futur trend industri physic music market show sign stabilis mani part world digit music form continu develop rapid pace said comment delay releas coldplay gorillaz album mr levi said creat market music exact scienc cannot alway coincid report period reschedul recent soft disappoint chang view improv health global record music industri ad paul richard analyst numi secur said market would focus slump music sale rather time two album unusu see much downgrad phase said,business
elect deal falter heath role torus fail hold onto power liber demand sir edward heath quit return co oper document releas year reveal fail negoti prime minist follow dramat februari gener elect liber leader jeremi thorp appear will form coalit govern partli collaps conserv leader role prompt queen ask harold wilson form labour govern februari gener elect surpris nation creat hung parliament parti overal control sir edward gone countri fresh mandat amid spiral econom crisi miner strike subsequ three day week labour emerg seat mp short number mr wilson need form major sir edward receiv vote fewer mp believ author remain number provid liber mp would support govern said liber could keep labour three way lend ad hoc support minor govern help draw govern programm three cabinet member coalit conserv accord document releas nation archiv friendli easi first meet indic sir edward mr thorp thought make deal mr thorp high spirit led parti histor jump support also argu grand coalit three main parti sir edward said imposs labour left set pair settl tri conserv liber pact hour later sir edward hope deal unravel mr thorp colleagu refus support jeremi said encount rather embarrass problem colleagu prime minist person read telephon memo mr heath feel could agre serv long prime minist ask view said close ted thought far abl man would perfectli happi serv colleagu difficult follow day stickl point clearli becom two fold mr thorp colleagu want elector reform sir edward resign mr thorp told sir edward sorri obvious hell nightmar stilt somehow person hope work someth four hour later sir edward call liber leader back down street last attempt deal minut meet show chanc coalit govern quickli evapor pm said bound tell mr thorp colleagu told would agre serv prime minist mr thorp liberti verifi talk one two prime minist colleagu document show sir edward mull resign perhap return coalit govern labour led coalit alreadi knew mr wilson would form coalit either liber conserv opposit labour left within hour final talk mr thorp sir edward told nation resign queen invit mr wilson form new minor govern,politics
iaaf contest greek decis intern associ athlet feder appeal acquitt greek athlet kosta kenteri katerina thanou high profil duo clear dope offenc greek athlet feder sega last month iaaf lodg appeal court arbitr sport ca suspend athlet iaaf statement said dope review board conclud decis erron statement continu athlet case refer arbitr ca decis case final bind sega said iaaf appeal expect understand go await final result cannot prejudg said sega chairman vassili sevasti kenteri olymp gold olymp thanou suspend iaaf last decemb fail take routin drug test athen game howev independ tribun overturn ban clear sprinter avoid test tel aviv chicago athen fail notifi anti dope offici whereabout olymp kenteri lawyer gregori ioannidi describ iaaf decis unexpect told bbc sport expect organis take action quickli iaaf time extrem surpris creat concern question said ioannidi iaaf yet receiv complet file proceed includ statement testimoni close speech defenc counsel nine audio tape evid time world discov truth kenteri thanou dramat withdrew last summer olymp miss drug test olymp villag august pair spent four day hospit claim injur motorcycl crash intern olymp committe demand iaaf investig affair thanou kenteri still face crimin trial later year allegedli avoid test fake motorcycl accid,sport
top torus lib dem hit list liber democrat aim unseat string top torus includ leader michael howard next gener elect mr howard seat top liber democrat list other target includ oliv letwin david davi theresa may lib dem elect chief lord rennard said said noth person mani promin conserv slender lead seat lib dem second michael howard folkeston hyth seat vote compar liber democrat candid peter carrol give torus leader major ask amount parti much vaunt decapit strategi lord rennard said term ever use urg labour support vote tactic remov promin conserv think labour voter sort seat could resist temptat use vote effect remov conserv deni strategi opportun insist lib dem polici issu tuition fee council tax free care elderli appeal side polit spectrum favour tactic vote long tactic vote liber democrat ad conserv spokesperson said liber democrat talk like strategi problem liber democrat face larg number lib dem voter agre polici point soft crime support higher tax opposit control immigr support give europ control live,politics
mcdonald bos bell die age charli bell straight talk former head fast food giant mcdonald die cancer age mr bell diagnos colorect cancer may last year month take top job resign novemb fight ill join compani year old part time worker mr bell quickli move rank becom australia youngest store manag popular go getter credit help reviv mcdonald sale mr bell leav wife daughter mourn pas ask keep charli famili heart prayer chief execut jame skinner said statement rememb abbrevi time earth charli live life fullest matter card life dealt charli stay centr love famili mcdonald run compani australian busi mr bell move u run oper asia africa middl east took rein europ mcdonald second import market becam chief oper offic presid mr bell took chief execut predecessor ceo jim cantalupo die suddenli heart attack april work close mr cantalupo came retir turn mcdonald around mr bell focus boost demand exist restaur rather follow polici rapid expans promis let compani get fat dumb happi accord reuter told analyst would shove fire hose throat competitor saw drown mr bell oversaw mcdonald lovin advertis campaign introduc success mccafe biggest coffe shop brand australia new zealand colleagu said mr bell proud humbl begin help behind cash till clear tabl visit restaur,business
e univers disgrac wast fail govern scheme offer uk univers cours onlin brand disgrac wast mp e univers scrap last year attract student cost chief execut john beaumont paid bonu despit failur bring privat sector backer common educ select committe call moral indefens govern said e univers project improv understand depart educ skill spokeswoman said ventur ambiti ground break take suffici continu project ad uk e univers organis lost privat sector invest collaps dotcom boom select committe found respons found e univers caught gener atmospher enthusiasm surround internet initi busi plan forecast quarter million student join within decad bring least profit virtual market research carri spent worldwid sale market cours went develop technolog make e univers work use student rest prefer work exist univers websit signific privat investor direct account govern minist e univers much freedom spend public money wish report found committe chairman barri sheerman said uk e univers terribl wast public money senior execut fail interest privat investor show extraordinari confid abil attract student scheme report warn govern scare invest innov potenti riski scheme failur e univers learn lesson disast,politics
argentina venezuela oil deal argentina venezuela extend food oil deal help former overcom sever energi crisi last year argentin presid nestor kirchner venezuelan presid hugo chavez sign deal bueno air tuesday last april argentina sign agreement import venezuelan fuel exchang agricultur good deal extend venezuela import cattl medicin medic equip last year argentina sever energi crisi forc presid kirchner suspend ga export chile argentina fear rise demand could spark anoth crisi want prevent sign deal two countri also formalis co oper deal venezuelan energi firm pdvsa argentina enarsa deal argentin market open venezuelan invest presid chavez ad brazil petrobra could join soon co oper deal presid chavez ardent promot concept south american oil compani could includ state own compani venezuela argentina brazil bolivia two presid also agre creat televis sur latin american network state own televis channel,business
drive save festiv holiday effort made protect worker day christma day new year day support sought bill would ensur larg retail scotland remain close christma day januari usdaw trade union said shop worker abl enjoy break famili msp karen whitefield want ensur whose role essenti work festiv season recent year store open tradit holiday start end year sale christma day new year day m whitefield said found member public support campaign street earli evid show quit clearli vast major peopl believ shop worker given two special day spend friend famili usdaw gener secretari john hannett ad christma day new year day special day everyon scotland fact shop open import part make special larg collect day rest want peopl tell karen consult whether want special natur day remain whether want becom like trade day shop open busi usual consult christma new year day trade bill far attract almost respons close februari,politics
