text,category
more to do  on adult literacy the government will only hit its target for improving adult maths and literacy skills if courses are made more attractive  a report says.  the national audit office praised ministers for reaching the benchmark of 750 000 adults in england gaining basic qualifications by this year. but a target of 1.5 million more by 2010 needed  creative  ideas. some 26 million adults lack maths or english skill levels expected of school-leavers.  according to the report   more than half  the qualifications achieved were by learners aged 16 to 18. these are defined as  adults  by the government for the purpose of compiling these figures. normally adults are defined as being aged over 19. the number of these people gaining qualifications was  rising slowly . auditor general sir john bourn said:  higher levels of literacy and numeracy will benefit england both socially and economically.  more people will have the opportunity to live richer lives.  in 2001  the government launched the get on scheme - aimed at reducing illiteracy and innumeracy. sir john said  substantial progress  had been made since  adding that this was  only the beginning . the government and its partners would  need to be creative and responsive . some £3.7bn will be spent on implementing the programme by 2006. the report recommends gathering more details on the educational needs of areas  so courses can be set to meet local demand. existing adult learners could use their  enthusiasm  commitment and local knowledge  to attract other people. the department for education and skills could also use more  personalised learning  and work with voluntary groups  councils and employers.  it should also assess adult learners  progress  at frequent intervals   the report adds. when the government announced it had reached its 2004 target earlier this month  prime minister tony blair said it was  only the start of the journey . an estimated 5.2 million adults have worse literacy than that expected of 11 year olds  while 14.9 million have numeracy skills below this level. this is thought to cost the uk economy hundreds of millions of pounds each year. the qualifications achieved by those taking part in the government s scheme range up to gcse equivalents. get on s participation target has been set at 2.25 million by 2010  with an interim figure of 1.5 million by 2007. education minister ivan lewis said:  we will continue to use creative ways of involving people with the lowest skill levels and the report shows that our efforts are gathering pace.  shadow education secretary tim collins said:  this is the third report in two days to highlight labour s failure to ensure young people acquire the necessary levels of literacy and numeracy for their working life.  employers and business leaders have repeatedly voiced concern over the number of school-leavers without these basic skills  but all the government have offered is more talk.  liberal democrat education spokesman phil willis added:  far too little has been done to enable adult learners to fit learning into their busy lives.,politics
bank holds interest rate at 4.75% the bank of england has left interest rates on hold again at 4.75%  in a widely-predicted move.  rates went up five times from november 2003 - as the bank sought to cool the housing market and consumer debt - but have remained unchanged since august. recent data has indicated a slowdown in manufacturing and consumer spending  as well as in mortgage approvals. and retail sales disappointed over christmas  with analysts putting the drop down to less consumer confidence.  rising interest rates and the accompanying slowdown in the housing market have knocked consumers  optimism  causing a sharp fall in demand for expensive goods  according to a report earlier this week from the british retail consortium. the brc said britain s retailers had endured their worst christmas in a decade.   today s no change decision is correct   said david frost  director general of the british chambers of commerce (bcc).  but  if there are clear signs that the economy slows  the mpc should be ready to take quick corrective action and cut rates.  dismal reports from the retail trade about christmas sales are worrying  if they indicate a more general weakening in consumer spending.   mr frost added:  the housing market outlook remains highly uncertain.  it is widely accepted that  if house prices start falling more sharply  the risks facing the economy will worsen considerably.  cbi chief economist ian mccafferty said the economy had  slowed in recent months in response to rate rises  but that it was difficult to gauge from the christmas period the likely pace of activity through the summer.  the bank is having to juggle the emergence of inflationary pressures  driven by a tight labour market and buoyant commodity prices  against the risk of an over-abrupt slowdown in consumer activity   he said.  interest rates are likely to remain on hold for some time.   on thursday there was more gloomy news on the manufacturing front  as the office for national (ons) statistics revealed british manufacturing output unexpectedly fell in november - for the fifth month in the past six. the ons said manufacturing output dropped 0.1% in november  matching a similar unrevised fall in october and confounding economists  expectations of a 0.3% rise. manufacturers  organisation  the eef  said it expected the hold in interest rates to continue in the near future. it also said there was evidence that manufacturers  confidence may be waning as the outlook for the world economy becomes more uncertain.   so far the evidence suggests that last year s rate increases have helped to rebalance the economy without damaging the recovery in manufacturing   said eef chief economist  steve radley.  however  should the business outlook start to deteriorate  the bank should stand ready to cut rates.  some economists have predicted rates will drop later in the year  although others feel the bank may still think there is a need for a rise to 5% before that happens. the bank remains concerned about the long-term risks posed by personal debt - which is rising at 15% a year - if economic conditions worsen.,business
act on detention ruling  uk urged the government must act quickly on the law lords  ruling that detention of foreign terror suspects without trial is unlawful  mary robinson has said.  the former un commissioner for human rights and irish president told radio 4 s today the government s response would be scrutinised internationally.  it would be very troubling if the government did not accept the judgement and then work within it   she said. home secretary charles clarke has said detainees will not be freed at present. speaking to parliament on his first day in office as home secretary following david blunkett s resignation  mr clarke said:  i will be asking parliament to renew this legislation in the new year.  in the meantime  we will be studying the judgement carefully to see whether it is possible to modify our legislation to address the concerns raised by the house of lords.   mrs robinson said the law lords  ruling was  in line with international legal opinion  and praised their  very decisive  eight to one majority.  what the law lords did was acknowledge the role of the government  but say that there had been a disproportionate use  that it amounted to executive detention and it was discriminatory because it didn t apply to british citizens   she said.  mrs robinson warned that a lack of action by the british government could lead to further action in legal arenas such as the european court of human rights in strasbourg.  if the government were not to accept this ruling then there is further redress  including possible damages for the individuals who could claim that the government either was tardy or was resisting the implications of the judgement of the law lords.  she said a meeting of the club of madrid - a group of former world leaders - to be held in the spanish capital on the march anniversary of the train bombings there would probably discuss the ruling and its implications.  i have no doubt that this judgement will be looked at  both as a very positive step in clarifying the law and restating the fundamental principles  but also the response of the british government will be under quite a clear international scrutiny there.   the detainees took their case to the house of lords after the court of appeal backed the home office s powers to hold them without limit or charge. the government opted out of part of the european convention on human rights concerning the right to a fair trial in order to bring in anti-terrorism legislation in response to the 11 september attacks in the us. any foreign national suspected of links with terrorism can be detained or can opt to be deported. the law lords said the rules were incompatible with the european convention on human rights as they allowed detentions  in a way that discriminates on the ground of nationality or immigration status . the case was heard by a panel of nine law lords rather than the usual five because of the constitutional importance of the case.,politics
economy  strong  in election year uk businesses are set to prosper during the next few months - but this could trigger more interest rate rises  according to a report.  optimism is at its highest since 1997 and business will reap the benefits of a continuing rise in public spending  say researchers at bdo stoy hayward. the bank of england is expected to keep rates on hold this week - but they could go up later in the year. rates are likely to rise after the anticipated general election in may. the bdo optimism index - a leading indicator of gdp growth two quarters ahead edged up in january to 102.5  from 102.2 in october. the rise is due  in part  to an increase in public spending and increased merger and acquisition activity.  the only thing blighting business optimism this year will be uncertainties associated with the general election  bdo said. its bdo s output index - which predicts gdp movements a quarter in advance - remained at 100.8 for january  implying gdp growth at 2.9% in the second quarter of 2005. however  the output index is being held back by recent interest rate rises  sterling s strength against the dollar and high oil prices  the group noted. its inflation index  which has risen continuously over the last 8 months  climbed to 110.0 in january from 108.0 in october last year.  the uk is looking strong going into the general election  but businesses need to prepare themselves for a jolt ahead as the bank of england reacts to growth and inflationary pressures   said peter hemington  partner at bdo stoy hayward.  growth will probably slow by the end of 2005 and it is likely that we will see higher interest rates or a sharp drop in demand for products and services.,business
rusedski forced out in marseille greg rusedski was forced to withdraw from the open 13 in marseille on thursday with a rib injury.  the british number two had been scheduled to play qualifier sebastien de chaunac  who beat world number five guillermo coria 6-4 7-5 in round one. but rusedski was unable to take to the court because of a problem with the left-hand side of his rib-cage. american taylor dent caused a shock with a 7-6 6-2 victory over second seed david nalbandian. but third seed joachim johansson made it through after beating frenchman gilles simon 7-6 6-3 while in the first match of the day  sixth seed feliciano lopez defeated ivo karlovic. there were also wins for slovakia s karol beck and croatian duo ivan ljubicic and mario ancic.,sport
radcliffe enjoys winning comeback paula radcliffe made a triumphant return to competitive running with victory in the new york marathon.  the briton  running for the first time since dropping out of the olympic marathon and 10 000m  held off kenyan susan chepkemei in a thrilling finish. the pair were locked together for the last few miles before radcliffe finally sprinted clear to win in two hours  23 minutes and 10 seconds.  it s a good way to end the year   she said.  i m ready for a good rest now.  radcliffe decided only recently to run in the race and many had doubted whether she had sufficiently recovered from her olympic ordeal just 11 weeks ago. but the world record-holder was prominent at the head of the field for the whole race as her rivals slowly dropped off the pace. just chepkemei and radcliffe were left in contention as the race came into the final few miles. the kenyan put in several bursts of speed to throw off radcliffe but the briton managed to hang in. both runners looked to be suffering as they reached the final mile in central park. but it was radcliffe who managed to dredge up a final sprint to see off chepkemei in the closest finish in the race s history and in the process make a huge step in erasing the disappointment she suffered in athens.,sport
lib dems unveil women s manifesto the liberal democrats are attempting to woo female voters with the launch of their manifesto for women.  charles kennedy is pledging a maternity income guarantee and a pension system based on years of residence rather than national insurance payments. he also thinks women will back plans to end university tuition fees and for free long-term care for the elderly. both labour and the conservatives have said they also plan to boost pensions and to improve childcare support. mr kennedy says he wants to deal with policy areas that disadvantage women.  two million pensioners in britain currently live below the government s own poverty line - two-thirds of whom are women   he said.  he says that pensions based on the number of years worked ignore the contribution women make caring for children. the lib dem s citizen s pension  based on length of residency not on national insurance contributions  would address that imbalance  mr kennedy argues. under the package  new mothers would be offered minimum guaranteed maternity pay of £170 a week for the first six months after the birth of their first child. mr kennedy also believes the party s plans to use the money saved from not introducing  illiberal  id cards to boost police numbers by 10 000 would appeal to women too. the policies are not new announcements  but the way they are structured as a package to appeal to women is.  mr kennedy also points to the fact that 40% of the party s candidates set to stand in winnable or target seats are women. party strategists claim that where women candidates replace men turnout rises by 4%. mr kennedy began the pitch for female support with an interview on bbc radio 4 s women s hour on monday. during the interview mr kennedy revealed that he planned to structure the party s general election campaign around the birth of his first child  which is expected in april. the baby and his wife sarah would be  priority number one  even if it arrived in the middle of the election campaign  he said.  party strategists believe winning over a significant proportion of women voters is key to electoral success. a party spokesman said it was courting female votes because they tended to vote more than men and are believed to be more considered and open-minded in deciding who they vote for. labour s deputy minister for women jacqui smith accused the lib dems of offering  false promises  to women and said their sums did not add up. she said:  these proposals would increase the costs to the public purse drastically year on year  and hard working families will pay dearly  through either increased taxes or reduced spending on public services . the labour party has committed itself to  universal  affordable and flexible  childcare for parents of all 3 to 14 year-olds  including childcare centred on schools to be available from 8am to 6pm. in september  trade and industry secretary patricia hewitt said she would like to see longer paid maternity leave  higher paternity pay and the extension of flexible working rights to carers  if labour won a third term. the conservatives are yet to unveil their manifesto plans for childcare but said in november they would increase maternity pay and pay the child tax credit in cash to parents to spend as they like  on a nanny  au pair or even a family member  such as a grandparent  acting as a carer. they were also consulting on making childcare costs tax deductible.,politics
labour accused of broken pledge labour has already broken its pre-election promise on immigration before the ink has dried on its new pledge card  the tories have claimed.  home secretary charles clarke has been quoted as telling labour members he wants more migrants to come to the uk. tory co-chairman liam fox said the comments were at odds with tony blair s prediction of a net cut in immigration. but mr clarke accused him of trying to score  cheap political points  by muddling immigration with asylum.  london s evening standard quoted mr clarke telling labour activists at a question and answer session in gateshead that he wanted britain to offer refuge for those fleeing tyranny.  that s not only a moral duty and a legal duty  but something which is part of the essence of this country   he said.   we want more migration  more people come to study and to work.  we want more people coming to look for refuge.  mr blair s was asked last wednesday if the government s new immigration plans  including a point system for economic migrants  would reduce net migration. the prime minister told mps:  the abusers will be weeded out  and as a result of the end of chain migration [where families have an automatic right to settle]  the numbers will probably fall.   on monday  dr fox told reporters:  the prime minister has broken his word so many times in the past but now his promises do not even last a week.  the labour party election pledges  even when they are so incredibly vague  do not even last four days.   the tories want quotas for economic migrants and refugees and on tuesday will outline more details of their plans for health checks on migrants. mr clarke dismissed the latest tory attack.  this is simply a scurrilous attempt by the tories to score cheap political points   he said.  the tories are purposely mixing together two separate issues of immigration and asylum.   mr clarke said he had made clear the uk would welcome genuine economic migrants for key jobs on a strict points based system. and only asylum seekers genuinely fleeing death or persecution would be admitted.  under our plans we expect unfounded applications to continue to fall   he added. earlier  dr fox accused mr blair and other cabinet ministers of telling lies about tory policies and then attacking the lies. he told bbc radio:  if you are willing to lie about the reasons for going to war  i guess you are going to lie about anything at all.  the latest pre-election spats come after mr blair told labour members the tories offered a  hard right agenda  which would take britain backwards. lib dem leader charles kennedy accelerating lib dem election preparations this week as he visits manchester  liverpool  leicester  somerset  basingstoke  shrewsbury  dorset and torbay.,politics
the memory driving brown s mission the memory gordon brown says keeps returning to him - the one that he says is burnt into him - is that of a 12 year-old girl  whose parents died of aids  and who is hiv positive herself.  mr brown seems haunted by her eyes  desolate of all hope. and then he talks of those eyes that do inspire optimism: an extraordinary performance by schoolgirls of kenya s largest slum  advancing with crowded menace  flicking their hips in a manner almost as disturbing  before the finale of a clenched fist salute and shout of  free education - free education for all . mr brown s message generally  that compassion must become action before that hope is squandered. but he is such a pivotal figure in british politics  it is almost impossible not to ask him why he is doing this. his answer  in part  is because of the missionaries that used to come to his father s church. ever since  he says  africa has been important to him.  i ve absolutely no doubt whatsoever this is heartfelt. but he also believes it is time for the world to see a new gordon brown. not the dull  reassuring bank manager but a man driven by a moral passion - and it just so happens the labour party feels an awful lot happier ridding the world of debt than ridding the world of dictators.  there s also a sense of liberation. if mr blair won t allow him to run the election campaign then he can at least pretend it was all getting tedious and he d much rather be out examining social problems in the raw. it also goes some way to solving one of the overarching problems for all politicians of all parties: scepticism sliding into cynicism about politics itself. if he can help the world s poor just a little  then it shows politics isn t worthless. but is his vision for africa too grand  can poverty in the continent really be halved  brown replies that no one thought the berlin wall would ever come down either. he s still got to overcome - not only the reluctance of other finance ministers in the world - but also the cynicism of experts who wonder whether debt relief will just be squandered by governments that just won t in the end spend wisely.,politics
bnp leader nick griffin arrested the leader of the british national party has been arrested as part of a police inquiry following the screening of a bbc documentary.  a party spokesman said nick griffin was arrested on tuesday morning on suspicion of incitement to commit racial hatred. west yorkshire police confirmed they had arrested a 45-year-old man from outside their area. bnp founding chairman john tyndall was arrested on sunday on the same charge.  in july  the bbc documentary secret agent featured covertly-filmed footage of bnp activists. mr griffin is the twelfth man to be arrested following the documentary. nine men from west yorkshire and another man from leicester have been arrested and freed on bail. seven of the men had been held variously in connection with suspected racially aggravated public order offences  conspiracy to commit criminal damage and possession of a firearm. two men  both from keighley  were arrested in september on suspicion of conspiracy to commit criminal damage. a 24-year-old man from leicester was detained on monday on suspicion of incitement to commit racial hatred. a bnp spokesperson said mr tyndall  from brighton  was arrested following a speech he made in burnley  lancashire  and was released on police bail.,politics
barbarians 19-47 new zealand new zealand proved too strong for an australian-dominated barbarians to round off their unbeaten northern hemisphere tour with an easy win.  rico gear ran in two of the all blacks  seven tries in what was a predominantly second-string line-up. the baa-baas did threaten  scoring tries through albert van den bergh  xavier rush and andrea lo cicero  but never looked like winning. all black aaron mauger was in good form with the boot  adding 10 points. the all blacks featured only two of the side which started last weekend s emphatic test victory over france in paris  while the baa-baas had nine wallabies in their starting line-up. and new zealand coach graham henry said:  it was a quality performance against a very experienced side and a number of young guys came through very well.  they learnt from the older players and this was a way of thanking the guys who had been mentoring them on the tour.  but the running rugby the crowd had been hoping for rarely materialised. marty holah got the all blacks onslaught under way with his fifth-minute try before rush hit back moments later. but new zealand went ahead once more as gear made use of the space vacated by a temporarily injured chris latham to slide in. ma a nonu then found his way through the barbarians defence to give his side a 19-7 half-time lead. the hosts failed to ignite in the second half and  the moment gear scored his second just after the interval  there was only ever going to be one winner. lo cicero  the sole european for the barbarians  bundled over for a try to briefly curtail the deficit. but the match was blighted by controversy moments later when justin marshall  was felled with a high tackle by jimmy cowan. referee andy turner waved play on and casey laulala coasted in for his side s fifth try. jermoe keino and piri weepu both added tries to the all blacks  tally before the final whistle  while van den bergh gained some consolation for the baa-baas. after the match  barbarians coach bob dwyer warned that south african flanker schalk burger needed a proper off-season break to maintain his standards. burger  21  was recently crowned player of the year by both his peers and the international rugby board  but has struggled for form in recent weeks.  it s his first year at that level and he was phenomenal up until the end of the southern hemisphere season.  i don t think he s played anywhere near that level on tour   he said.,sport
us bank boss hails  genius  smith us federal reserve chairman alan greenspan has given a speech at a scottish church in honour of the pioneering economist  adam smith.  he delivered the 14th adam smith lecture in kirkcaldy  fife. the adam smith lecture celebrates the author of 1776 s wealth of nations  which became a bible of capitalism. dr greenspan was invited by chancellor gordon brown  whose minister father john used to preach at the st bryce kirk church. mr brown introduced dr greenspan to the 400 invited guests as the  the world s greatest economist . dr greenspan  79  who has been in the uk to attend the g7 meeting in london  said the world could never repay the debt of gratitude it owed to smith  whose genius he compared to that of mozart.  he said the philosopher was a  towering contributor to the modern world .  kirkcaldy  the birthplace in 1723 of adam smith and  by extension  of modern economics  is also of course  where your chancellor was reared.  i am led to ponder to what extent the chancellor s renowned economic and financial skills are the result of exposure to the subliminal intellect-enhancing emanation in this area.  he continued:  smith reached far beyond the insights of his predecessors to frame a global view of how market economics  just then emerging  worked.  in so doing he supported changes in societal organisation that were to measurably enhance standards of living.   dr greenspan said smith s revolutionary philosophy on human self-interest  laissez-faire economics and competition had been a force for good in the world.  the incredible insights of a handful of intellectuals of the enlightenment - especially with smith toiling in the environs of kirkcaldy - created the modern vision of people free to choose and to act according to their individual self-interest   he said. following his lecture  dr greenspan - who received an honorary knighthood from the queen at balmoral in 2002 - was awarded an honorary fellowship of the royal society of edinburgh. he later opened an exhibition dedicated to smith in the atrium of fife college of further and higher education. joyce johnston  principal of the college  said:  it is very fitting that the world s premier economist delivered this lecture in tribute to the world s first economist.  dr greenspan - who became chairman of the federal reserve for an unprecedented fifth term in june 2004 - will step down in january next year. he has served under presidents george w bush  bill clinton  george bush  and ronald reagan. he was also chairman of the council of economic advisors to gerald ford.,business
mcilroy continues winning streak james mcilroy stormed to his second international victory in less than a week  claiming the men s 800m at the teag indoor meeting in erfurt.  the northern ireland runner set a new personal best of one minute  46.68 seconds - a time good enough to qualify for the european indoor championships.  i m qualified now and that s what matters most   said the 28-year-old. mcilroy is now hoping to gain a late entry into sunday s international indoor meeting in leipzig. the northern irishman is hoping manager ricky simms can swing it for him to compete after he initially withdrew after contracting a cold. after three successive wins over the past fortnight  mcilroy is brimming with confidence.  i ve been waiting over six years for this to happen and now i m certain my career has turned the corner.  on friday  mcilroy delivered an impressive run despite suffering from his bad cold. the aaa indoor and outdoor champion accelerated away from the field in the final 300m  beating german wolfram mulle by 0.90 seconds. mcilroy set a world-leading mark for 1 000m at the sparkassen cup in stuttgart last weekend. and his time in erfurt makes him third fastest over 800m in the world this year.,sport
candela completes bolton switch bolton boss sam allardyce has signed roma defender vincent candela on a five-month deal.  the 31-year-old former france international gave his last press conference as a roma player on monday  anouncing his move to bolton.  i have signed a five-month contract with bolton   said candela  who will travel to england on tuesday.  in june i will decide whether to continue to play for bolton or retire from professional football.  allardyce hopes candela s arrival will relieve bolton s injury crisis after defender nicky hunt limped out injured during oldham s 1-0 win against oldham in the fa cup on sunday.  in light of what has happened to nicky hunt  with his injury  it might be a blessing in disguise that we can bring in a highly-experienced full-back to help with our injuries at the back   allardyce said.  he has an outstanding pedigree in the game and has won honours at the highest level including the world cup in 1998.  he has not played regular football this year but is eager to impress in the premiership.  he can play in any position at the back and despite him being predominately right-footed he has played the majority of his career at left-back.  candela  who was a member of the roma side that won the title in 2001  has made only seven league appearances this season for luigi del neri s side.,sport
saab to build cadillacs in sweden general motors  the world s largest car maker  has confirmed that it will build a new medium-sized cadillac bls at its loss-making saab factory in sweden.  the car  unveiled at the geneva motor show  is intended to compete in the medium-sized luxury car market. it will not be sold in the us  said gm europe president carl-peter forster. as part of its efforts to make the us marque appeal to european drivers  the car will be the first cadillac with a diesel engine.  gm s announcement should go some way to allay fears of the saab factory s closure. the factory in trollhaettan has been at the centre of rumours about gm s planned severe cutbacks in its troubled european operations. but the group s new commitment to the swedish factory may not be welcomed by the group s opel workers in ruesselsheim  germany. they may now have to face a larger proportion of gm s cuts.  neither will the announcement be seen as unalloyed good news in sweden  since it reflects saab s failure to make significant inroads into the lucrative european luxury car market. for years  saab has consistently said it is competing head-on with bmw  mercedes and jaguar. the segment s leaders do not agree.  gm s plans to build the american marque in sweden is part of its efforts to push it as an alternative luxury brand for european drivers. in the us  it has long been established as an upmarket brand - even the presidential limousine carries the badge. yet it could prove tough for cadillac to steal market share from the majors in europe. other luxury car makers  most notably the toyota subsidiary lexus  have enjoyed tremendous success in the us without managing to make significant inroads in europe. there  german marques mercedes benz and bmw have retained their stranglehold on the luxury market.  bringing cadillac production to sweden should help introduce desperately-needed scale to the saab factory  which currently produces fewer than 130 000 cars per year. that is about half of what major car makers consider sufficient numbers for profitable operations  and saab is losing money fast - albeit with losses halved in 2004 to $200m (£104m; 151m euros) from $500m the previous year. beyond the 12 000 job cuts announced last year at its european operations  gm is reducing expenditure by building saabs  opels - badged as vauxhalls in the uk - and now cadillacs on the same framework  and by allowing the different brands to share parts. another way to further reduce saab s losses could be to shift some of the production of saabs to the us  a market where drivers have adopted it as an upmarket european car. doing so would remove the exposure to the weak us dollar  which is making saabs more expensive to us consumers. but not everyone in the industry agree that it would be the best way forward.  we know that in five years the us dollar will be stronger than it is today   the chief executive of a leading european car maker told bbc news. the current trend towards us production was  stupid   he said.  in a separate announcement  gm unveiled a new scheme to allow european consumers the chance to test drive its opel and vauxhall models. it is to deploy a fleet of 35 000 test cars across 40 countries  inviting potential buyers to try out a vehicle for 24-hours. it follows a similar initiative by gm in the us. gm said it wanted to change  customers  perceptions  about opel and vauxhall cars  showing them that the quality had improved in recent years.,business
dawson set for new wasps contract european champions wasps are set to offer matt dawson a new deal.  the 31-year-old world cup winning scrum-half has impressed since joining the london side from northampton this summer on a one-year contract. wasps coach warren gatland told the daily mirror:  we have not yet offered matt a new contract but we will be doing so.  i m very happy with his contribution and i think he s good enough to play for another couple of years.  dawson played a vital part in england s world cup win last year but has fallen out of favour with new coach andy robinson after missing a training session in september. however he hopes the new deal will help him regain his england place.   rugby is still my priority and there s still a burning desire within me to play the best rugby i possibly can   he said.  i know within myself  if i was given the chance i could play for england again.  i know i m fit enough  i m strong enough  i m skilful enough.,sport
howard attacks  pay later  budget tory leader michael howard has dismissed gordon brown s budget as  vote now  pay later  spending plans.  the simple fact was that under a new labour government taxes would go up after the election to plug a financial black hole  mr howard said. everyone could see the chancellor s  sweeteners   but these hid tax rises for hard working families  he said. labour s  faltering election campaign  would not be helped by the package of measures  mr howard added.  mr brown s budget was not about what was good for the country  but  all about the interests of the labour party   the tory leader said after mockingly welcoming the chancellor back to the election campaign. he went on to accuse mr brown of giving with one hand while taking away with the other. he urged the chancellor to admit he had been responsible for dragging  millions of people in to the net  to pay stamp duty and inheritance tax.  we can all see the sweeteners  but they hide the crippling tax rises for hard-working families that are inevitable if labour wins.   he also accused the government and the chancellor of running out of solutions to the problems britain faced.  their only answer is to tax  to spend and to waste - to get people to vote now and pay later.  mr brown liked to rattle off  magical balances conjured out of thin air  in a bid to convince people there was no  black hole  in the nation s finances  the tory leader said.  this dodgy government that brought us the dodgy dossier is now publishing a dodgy budget based on dodgy numbers   he said.  you now propose to borrow  over the next six years  no less than £168 billion; so much for prudence.  the chancellor s forecasts of surpluses are no better than the prime minister s forecasts of weapons of mass destruction.   mr brown s council tax rebate for pensioners was £300 less than what the tories were offering  mr howard said. there was nothing in the budget that would put more police on the streets  make hospitals cleaner or give parents and teachers the discipline and skills they wanted in schools. people would face a  clear choice  at the election  either  more waste and higher taxes under labour or lower taxes and value for money with the conservatives   he said.  that s the battleground of this election. that s what this election is going to be all about and i say bring it on   he concluded  to loud tory cheering.,politics
brown hits back in blair rift row gordon brown has criticised a union leader who said conflict between himself and tony blair was harming the workings of government.  jonathan baume  of the top civil servants  union  spoke of  competing agendas  between mr brown and mr blair. but the chancellor said mr baume was never at meetings between himself and the prime minister so could not judge. he said the union leader was trying to block civil service reform which threatened his members  jobs. it suited the purpose of mr baume s union  the first division association  to suggest there were two agendas battling against each other because the union was trying to resist the planned reforms  mr brown told bbc radio 4 s today programme.  under the plans  unveiled in the gershon report  some 84 000 civil servants jobs will be axed or changed and the savings ploughed back into frontline services. mr brown said:  to be honest i don t think you can rely on his [mr baume s] judgement on this matter when it comes to the decisions that the government are making.  mr blair and i are making exactly the same decisions on civil service reforms. we are determined to go on with the gershon reforms.  he also said that as mr baume was never present at meetings between himself and the prime minister  he was not in a position to judge. on wednesday  ahead of the chancellor s pre-budget report  mr baume told bbc news there were sometimes  conflicting and competing agendas for government  between number 10 and the treasury.  what the chancellor wanted was  not by any means what alan milburn and the prime minister want to see   mr baume said.  government departments get their money from the treasury on the basis of public service agreements they sign up to  but at the same time the prime minister also has an agenda and that s not necessarily the same as the treasury s and the prime minister is of course a very powerful figure in any government.  he also sends instructions and messages and directions to departments about how he would like each secretary of state and each department to implement a policy agenda.  the problem is that on many occasions these two don t add up and individual cabinet ministers as well as departments have to make sense of this battle.  number 10 said ministers were interested in governing and not a  soap opera  about mr blair and mr brown. tory shadow chancellor oliver letwin said:  the battle royal that the top civil servants are now reporting on between the chancellor and tony blair is preventing them both from getting on with the business of getting taxpayers value for money.,politics
tories urge  change at the top  tory delegates are gathering for what is expected to be their last conference before the general election  declaring britain needs  a change at the top .  the party goes into its spring forum trying to highlight what it sees as a clear choice between it and labour. tory co-chairman liam fox has opened proceedings with a speech criticising tony blair s record in government. labour s rule has been characterised by  lost trust and failure to deliver   he told the brighton conference. he also attacked the government s  failure  to control immigration and asylum and criticised its record on the nhs  telling delegates labour cannot be trusted on education or crime. a tory government would sort out the  shambles  of immigration  put patients before statistics and bring discipline to schools  he said. dr fox also underlined tory promises to cut tax by £4bn.  bbc political correspondent shaun ley says opinion polls suggest the tories still lag some way behind labour on the issues of health  education and the economy. conservative leader michael howard  who had been due to welcome delegates to the conference on friday  will address them in a lunchtime speech. his welcome address had to be postponed after he stayed in london to lead the party s opposition to the prevention of terrorism bill in its lengthy progress through parliament. the bill was finally passed on friday evening  after more than 30 hours of debate. mr howard is likely to defend his party s handling of the bill  which was only passed after the conservatives accepted prime minister tony blair s promise that mps would be able to review it within a year.,politics
blair says uk tsunami aid to soar tony blair has predicted the british government will eventually give  hundreds of millions  of pounds in aid to countries hit by the tsunami.  the prime minister was speaking publicly for the first time since returning from his holiday in egypt. mr blair insisted he had been  intimately involved  in  all decisions at all times  despite being abroad. he was speaking before the uk joins a three-minute silence at noon across the eu for the estimated 150 000 dead.  the foreign office says 41 britons are now confirmed to have died in the tsunami which struck south asia on boxing day  with 158 others missing. asked about criticism that he did not cut short his holiday  mr blair told bbc radio 4 s today programme:  i don t think this is a situation in which the british people need me to articulate what they feel.   i think they feel - as we all do - shock  horror  and absolute solidarity with those people who have lost their lives.  the important thing was action and not words  he said  adding that of the £50m given by the government so far only  six or seven million  had been spent. it would become easier in the coming weeks to assess just how much money would have to be put in.  my estimate is we will need to spend from government several hundred million pounds. so we will far and away more than match the generosity of the british people   he said. asked whether he had not returned to work immediately because he was under doctors orders to rest  mr blair said there was also a story he had been away for plastic surgery.  as you can see unfortunately i am still looking the same as i always did   he joked.  the prime minister took personal charge of the uk s response on tuesday  chairing a meeting of the emergency committee of ministers that has convened daily since boxing day. he also spoke on the telephone to us president george bush  and the presidents of sri lanka and indonesia. chancellor gordon brown earlier backed a plan to freeze the foreign debts of all the affected nations.  mr brown  who was not at the downing street meeting  says he has been in  intensive talks  with other g8 finance ministers. germany proposed a freeze last week and canada has begun its own moratorium. the chancellor said the plan would initially save the most affected countries about $3bn (£1.58bn) in repayments. tory leader michael howard also backed the proposals but said ministers had been  playing catch-up  with public donations.  foreign secretary jack straw is to visit thailand and indonesia this week. during his trip  mr straw will represent the g8 at the international conference called in jakarta  indonesia on thursday. on friday  he will visit the thai beach resort of phuket  where british families are still searching for relatives.  international development secretary hilary benn will also visit aceh in indonesia  as well as sri lanka. the british public has now pledged £76m in aid with emergency supplies from the british government starting to arrive in the region on three raf flights in a joint operation with scandinavian countries. two ships - the royal fleet auxiliary ship diligence and frigate hms chatham - have arrived in the disaster area. a second royal fleet auxiliary vessel  the bayleaf  is also being sent. uk charities have also begun chartering planes to deliver aid.    - a bbc news special: asia remembered  including the three-minutes silence  will be shown on bbc one and bbc news 24 from 1130 to 1215 gmt on wednesday.,politics
